text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-10051 | Supplier: Toreval Electronics (ID: SUP-051) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1013 | PO Value: $13,284.15 | Units Ordered: 2739 | Units Delivered On Time: 2489 | Units Rejected: 8 | OTD Rate: 90.9% | Defect Rate: 0.31% | Compliance Score: 86 | Sustainability Score: 80 | Lead Time: 42 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-07-18 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10052 | Supplier: Lyon Polymer Sas (ID: SUP-052) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1006 | PO Value: $63,707.49 | Units Ordered: 3487 | Units Delivered On Time: 3187 | Units Rejected: 24 | OTD Rate: 91.4% | Defect Rate: 0.71% | Compliance Score: 89 | Sustainability Score: 70 | Lead Time: 16 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-01-13 | Active Disruption: Geopolitical tension flag | Quarter: Q4-2024"
"Purchase Order PO-10053 | Supplier: Bordeaux Pack Sas (ID: SUP-053) | Region: EMEA | Country: France | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1009 | PO Value: $63,612.40 | Units Ordered: 29180 | Units Delivered On Time: 25620 | Units Rejected: 498 | OTD Rate: 87.8% | Defect Rate: 1.71% | Compliance Score: 81 | Sustainability Score: 69 | Lead Time: 13 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-02-24 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10054 | Supplier: Lumivex Semiconductor Nl (ID: SUP-054) | Region: EMEA | Country: Netherlands | Tier: Tier-1 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1014 | PO Value: $77,570.56 | Units Ordered: 12352 | Units Delivered On Time: 11079 | Units Rejected: 182 | OTD Rate: 89.7% | Defect Rate: 1.48% | Compliance Score: 89 | Sustainability Score: 72 | Lead Time: 15 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-03-29 | Active Disruption: Political instability flag | Quarter: Q3-2024"
"Purchase Order PO-10055 | Supplier: Rotterdam Chem Bv (ID: SUP-055) | Region: EMEA | Country: Netherlands | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1007 | PO Value: $128,414.88 | Units Ordered: 16214 | Units Delivered On Time: 14819 | Units Rejected: 178 | OTD Rate: 91.4% | Defect Rate: 1.1% | Compliance Score: 93 | Sustainability Score: 79 | Lead Time: 11 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-03-25 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10056 | Supplier: Solveig Eco Packaging (ID: SUP-056) | Region: EMEA | Country: Sweden | Tier: Tier-1 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1010 | PO Value: $8,937.70 | Units Ordered: 6430 | Units Delivered On Time: 5774 | Units Rejected: 25 | OTD Rate: 89.8% | Defect Rate: 0.4% | Compliance Score: 82 | Sustainability Score: 75 | Lead Time: 36 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-08-28 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-10057 | Supplier: Norrsken Textiles Ab (ID: SUP-057) | Region: EMEA | Country: Sweden | Tier: Tier-1 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1007 | PO Value: $20,507.06 | Units Ordered: 5051 | Units Delivered On Time: 4980 | Units Rejected: 72 | OTD Rate: 98.6% | Defect Rate: 1.44% | Compliance Score: 98 | Sustainability Score: 91 | Lead Time: 20 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2023-03-03 | Active Disruption: Port congestion risk | Quarter: Q3-2023"
"Purchase Order PO-10058 | Supplier: Norbec Alloy Works (ID: SUP-058) | Region: EMEA | Country: Norway | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1008 | PO Value: $76,122.72 | Units Ordered: 4208 | Units Delivered On Time: 3782 | Units Rejected: 26 | OTD Rate: 89.9% | Defect Rate: 0.62% | Compliance Score: 98 | Sustainability Score: 79 | Lead Time: 37 days | Certifications: ISO9001;ISO14001;AS9100 | Last Audit: 2024-09-04 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-10059 | Supplier: Fjord Polymer As (ID: SUP-059) | Region: EMEA | Country: Norway | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1008 | PO Value: $116,606.65 | Units Ordered: 6995 | Units Delivered On Time: 6190 | Units Rejected: 58 | OTD Rate: 88.5% | Defect Rate: 0.83% | Compliance Score: 90 | Sustainability Score: 89 | Lead Time: 13 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-02-11 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10060 | Supplier: Nordloom Finland Oy (ID: SUP-060) | Region: EMEA | Country: Finland | Tier: Tier-1 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1008 | PO Value: $19,982.42 | Units Ordered: 5231 | Units Delivered On Time: 5063 | Units Rejected: 20 | OTD Rate: 96.8% | Defect Rate: 0.4% | Compliance Score: 96 | Sustainability Score: 90 | Lead Time: 25 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2023-12-08 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-10061 | Supplier: Helsinki Pack Oy (ID: SUP-061) | Region: EMEA | Country: Finland | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1011 | PO Value: $59,047.45 | Units Ordered: 17215 | Units Delivered On Time: 14374 | Units Rejected: 118 | OTD Rate: 83.5% | Defect Rate: 0.69% | Compliance Score: 72 | Sustainability Score: 69 | Lead Time: 27 days | Certifications: FSC;ISO9001 | Last Audit: 2023-11-19 | Active Disruption: Seasonal flood risk | Quarter: Q4-2024"
"Purchase Order PO-10062 | Supplier: Borealis Composites (ID: SUP-062) | Region: EMEA | Country: Denmark | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1009 | PO Value: $272,973.14 | Units Ordered: 22121 | Units Delivered On Time: 20107 | Units Rejected: 66 | OTD Rate: 90.9% | Defect Rate: 0.3% | Compliance Score: 92 | Sustainability Score: 97 | Lead Time: 8 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2024-03-28 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-10063 | Supplier: Elsinor Pack As (ID: SUP-063) | Region: EMEA | Country: Denmark | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1012 | PO Value: $35,188.16 | Units Ordered: 38248 | Units Delivered On Time: 34767 | Units Rejected: 371 | OTD Rate: 90.9% | Defect Rate: 0.97% | Compliance Score: 84 | Sustainability Score: 56 | Lead Time: 26 days | Certifications: FSC;ISO9001 | Last Audit: 2024-07-18 | Active Disruption: Political instability flag | Quarter: Q3-2023"
"Purchase Order PO-10064 | Supplier: Ostwind Composites Ag (ID: SUP-064) | Region: EMEA | Country: Austria | Tier: Tier-1 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1010 | PO Value: $49,681.86 | Units Ordered: 3063 | Units Delivered On Time: 2701 | Units Rejected: 24 | OTD Rate: 88.2% | Defect Rate: 0.79% | Compliance Score: 87 | Sustainability Score: 96 | Lead Time: 37 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2024-05-09 | Active Disruption: Typhoon season disruption | Quarter: Q1-2024"
"Purchase Order PO-10065 | Supplier: Wiener Alloy Gmbh (ID: SUP-065) | Region: EMEA | Country: Austria | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1009 | PO Value: $1,292,915.52 | Units Ordered: 40928 | Units Delivered On Time: 38758 | Units Rejected: 442 | OTD Rate: 94.7% | Defect Rate: 1.08% | Compliance Score: 84 | Sustainability Score: 57 | Lead Time: 41 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-06-03 | Active Disruption: Port congestion risk | Quarter: Q3-2024"
"Purchase Order PO-10066 | Supplier: Valdoro Special Alloys (ID: SUP-066) | Region: EMEA | Country: Italy | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1010 | PO Value: $111,805.77 | Units Ordered: 5347 | Units Delivered On Time: 4871 | Units Rejected: 5 | OTD Rate: 91.1% | Defect Rate: 0.1% | Compliance Score: 89 | Sustainability Score: 96 | Lead Time: 39 days | Certifications: ISO9001;ISO14001;NADCAP | Last Audit: 2023-11-26 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-10067 | Supplier: Braccio Metalli Spa (ID: SUP-067) | Region: EMEA | Country: Italy | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1011 | PO Value: $1,051,167.65 | Units Ordered: 58955 | Units Delivered On Time: 54710 | Units Rejected: 1857 | OTD Rate: 92.8% | Defect Rate: 3.15% | Compliance Score: 74 | Sustainability Score: 84 | Lead Time: 39 days | Certifications: ISO9001;NADCAP | Last Audit: 2023-06-05 | Active Disruption: Regulatory audit pending | Quarter: Q3-2024"
"Purchase Order PO-10068 | Supplier: Milano Textil Srl (ID: SUP-068) | Region: EMEA | Country: Italy | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1009 | PO Value: $222,517.50 | Units Ordered: 59338 | Units Delivered On Time: 51268 | Units Rejected: 296 | OTD Rate: 86.4% | Defect Rate: 0.5% | Compliance Score: 83 | Sustainability Score: 85 | Lead Time: 15 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-06-08 | Active Disruption: Geopolitical tension flag | Quarter: Q3-2024"
"Purchase Order PO-10069 | Supplier: Ibervex Quimica Sl (ID: SUP-069) | Region: EMEA | Country: Spain | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1011 | PO Value: $158,834.00 | Units Ordered: 14900 | Units Delivered On Time: 11815 | Units Rejected: 385 | OTD Rate: 79.3% | Defect Rate: 2.59% | Compliance Score: 75 | Sustainability Score: 69 | Lead Time: 24 days | Certifications: ISO9001;REACH | Last Audit: 2024-05-14 | Active Disruption: Seasonal flood risk | Quarter: Q2-2024"
"Purchase Order PO-10070 | Supplier: Catalan Pack Sa (ID: SUP-070) | Region: EMEA | Country: Spain | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1013 | PO Value: $104,064.44 | Units Ordered: 40492 | Units Delivered On Time: 37576 | Units Rejected: 202 | OTD Rate: 92.8% | Defect Rate: 0.5% | Compliance Score: 69 | Sustainability Score: 63 | Lead Time: 41 days | Certifications: FSC;ISO9001 | Last Audit: 2023-06-20 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10071 | Supplier: Ferralux Gulf Fze (ID: SUP-071) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1012 | PO Value: $457,404.68 | Units Ordered: 24886 | Units Delivered On Time: 22347 | Units Rejected: 729 | OTD Rate: 89.8% | Defect Rate: 2.93% | Compliance Score: 68 | Sustainability Score: 68 | Lead Time: 21 days | Certifications: ISO9001;ISO14001 | Last Audit: 2023-06-29 | Active Disruption: Port closure risk | Quarter: Q3-2023"
"Purchase Order PO-10072 | Supplier: Almaral Steel Fzc (ID: SUP-072) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1013 | PO Value: $415,868.64 | Units Ordered: 21934 | Units Delivered On Time: 17393 | Units Rejected: 622 | OTD Rate: 79.3% | Defect Rate: 2.84% | Compliance Score: 86 | Sustainability Score: 63 | Lead Time: 30 days | Certifications: ISO9001 | Last Audit: 2023-10-22 | Active Disruption: Port congestion risk | Quarter: Q1-2023"
"Purchase Order PO-10073 | Supplier: Dubai Pack Fze (ID: SUP-073) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1014 | PO Value: $36,169.36 | Units Ordered: 22892 | Units Delivered On Time: 20488 | Units Rejected: 192 | OTD Rate: 89.5% | Defect Rate: 0.84% | Compliance Score: 81 | Sustainability Score: 70 | Lead Time: 21 days | Certifications: FSC;ISO9001 | Last Audit: 2023-08-31 | Active Disruption: Political instability flag | Quarter: Q4-2024"
"Purchase Order PO-10074 | Supplier: Novex Fab Polska (ID: SUP-074) | Region: EMEA | Country: Poland | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1013 | PO Value: $78,242.00 | Units Ordered: 33725 | Units Delivered On Time: 28497 | Units Rejected: 475 | OTD Rate: 84.5% | Defect Rate: 1.41% | Compliance Score: 76 | Sustainability Score: 66 | Lead Time: 38 days | Certifications: ISO9001 | Last Audit: 2023-08-24 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-10075 | Supplier: Vistula Pack Sp (ID: SUP-075) | Region: EMEA | Country: Poland | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1015 | PO Value: $72,083.20 | Units Ordered: 32180 | Units Delivered On Time: 24585 | Units Rejected: 759 | OTD Rate: 76.4% | Defect Rate: 2.36% | Compliance Score: 70 | Sustainability Score: 42 | Lead Time: 26 days | Certifications: FSC;ISO9001 | Last Audit: 2023-05-15 | Active Disruption: Regulatory enforcement pending | Quarter: Q2-2024"
"Purchase Order PO-10076 | Supplier: Balticprint Ou (ID: SUP-076) | Region: EMEA | Country: Estonia | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1016 | PO Value: $117,213.15 | Units Ordered: 36515 | Units Delivered On Time: 29029 | Units Rejected: 449 | OTD Rate: 79.5% | Defect Rate: 1.23% | Compliance Score: 90 | Sustainability Score: 74 | Lead Time: 16 days | Certifications: FSC;ISO9001 | Last Audit: 2024-05-08 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-10077 | Supplier: Kovalev Metalburg (ID: SUP-077) | Region: EMEA | Country: Czechia | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1014 | PO Value: $206,205.46 | Units Ordered: 24874 | Units Delivered On Time: 23481 | Units Rejected: 305 | OTD Rate: 94.4% | Defect Rate: 1.23% | Compliance Score: 77 | Sustainability Score: 55 | Lead Time: 14 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-01-10 | Active Disruption: Geopolitical tension flag | Quarter: Q3-2024"
"Purchase Order PO-10078 | Supplier: Varna Electronics Ead (ID: SUP-078) | Region: EMEA | Country: Bulgaria | Tier: Tier-3 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1015 | PO Value: $273,156.32 | Units Ordered: 44488 | Units Delivered On Time: 27760 | Units Rejected: 1112 | OTD Rate: 62.4% | Defect Rate: 2.5% | Compliance Score: 58 | Sustainability Score: 64 | Lead Time: 41 days | Certifications: ISO9001;RoHS | Last Audit: 2023-01-26 | Active Disruption: Port congestion risk | Quarter: Q4-2023"
"Purchase Order PO-10079 | Supplier: Helios Pack Greece (ID: SUP-079) | Region: EMEA | Country: Greece | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1017 | PO Value: $36,019.20 | Units Ordered: 22512 | Units Delivered On Time: 17266 | Units Rejected: 970 | OTD Rate: 76.7% | Defect Rate: 4.31% | Compliance Score: 60 | Sustainability Score: 44 | Lead Time: 47 days | Certifications: ISO9001 | Last Audit: 2023-04-10 | Active Disruption: Labour strike risk | Quarter: Q4-2024"
"Purchase Order PO-10080 | Supplier: Maghreb Castworks (ID: SUP-080) | Region: EMEA | Country: Morocco | Tier: Tier-3 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1015 | PO Value: $402,062.12 | Units Ordered: 73369 | Units Delivered On Time: 48643 | Units Rejected: 2179 | OTD Rate: 66.3% | Defect Rate: 2.97% | Compliance Score: 62 | Sustainability Score: 59 | Lead Time: 52 days | Certifications: ISO9001 | Last Audit: 2024-05-16 | Active Disruption: Tariff adjustment pending | Quarter: Q2-2023"
"Purchase Order PO-10081 | Supplier: Lisbon Polymer Lda (ID: SUP-081) | Region: EMEA | Country: Portugal | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1012 | PO Value: $1,029,059.10 | Units Ordered: 52210 | Units Delivered On Time: 46205 | Units Rejected: 1581 | OTD Rate: 88.5% | Defect Rate: 3.03% | Compliance Score: 75 | Sustainability Score: 50 | Lead Time: 18 days | Certifications: ISO9001;REACH | Last Audit: 2024-01-03 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-10082 | Supplier: Veltara Packing Solutions (ID: SUP-082) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1018 | PO Value: $8,152.50 | Units Ordered: 3261 | Units Delivered On Time: 2576 | Units Rejected: 38 | OTD Rate: 79.0% | Defect Rate: 1.17% | Compliance Score: 70 | Sustainability Score: 77 | Lead Time: 18 days | Certifications: FSC;ISO9001 | Last Audit: 2024-07-21 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-10083 | Supplier: Sao Paulo Polymer (ID: SUP-083) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1013 | PO Value: $51,512.23 | Units Ordered: 3521 | Units Delivered On Time: 2869 | Units Rejected: 35 | OTD Rate: 81.5% | Defect Rate: 1.0% | Compliance Score: 74 | Sustainability Score: 69 | Lead Time: 37 days | Certifications: ISO9001 | Last Audit: 2023-04-23 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10084 | Supplier: Recife Textiles Sa (ID: SUP-084) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1010 | PO Value: $35,560.88 | Units Ordered: 16774 | Units Delivered On Time: 14962 | Units Rejected: 78 | OTD Rate: 89.2% | Defect Rate: 0.47% | Compliance Score: 67 | Sustainability Score: 70 | Lead Time: 19 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2024-05-02 | Active Disruption: Port closure risk | Quarter: Q2-2023"
"Purchase Order PO-10085 | Supplier: Minas Gerais Alloys (ID: SUP-085) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1014 | PO Value: $116,524.50 | Units Ordered: 3930 | Units Delivered On Time: 3364 | Units Rejected: 55 | OTD Rate: 85.6% | Defect Rate: 1.41% | Compliance Score: 85 | Sustainability Score: 54 | Lead Time: 19 days | Certifications: ISO9001 | Last Audit: 2023-03-04 | Active Disruption: Seasonal flood risk | Quarter: Q4-2024"
